"","SITE","SOIL","TIME","HOST","TISSUE","TEMP","MEDIA","season","IR"
"MSHM1880","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",23,"PDA+Plant","summer",0
"MSHM1881","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",23,"PDA+Plant","summer",0
"MSHM1882","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",30,"PDA+Plant","summer",0
"MSHM1883","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",30,"PDA+Plant","summer",0
"MSHM1884","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",30,"PDA+Plant","summer",0
"MSHM1885","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",23,"PDA","summer",0
"MSHM1886","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",23,"PDA","summer",0
"MSHM1887","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",23,"PDA","summer",0
"MSHM1888","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",30,"PDA","summer",0
"MSHM1889","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",30,"PDA","summer",0
"MSHM1890","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",30,"PDA","summer",0
"MSHM1891","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",23,"PDA+Plant","summer",0
"MSHM1892","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",23,"PDA+Plant","summer",0
"MSHM1893","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",23,"PDA+Plant","summer",0
"MSHM1894","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",30,"PDA+Plant","summer",0
"MSHM1895","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",30,"PDA+Plant","summer",0
"MSHM1896","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",30,"PDA+Plant","summer",0
"MSHM1897","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA","summer",1
"MSHM1898","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA","summer",1
"MSHM1899","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA","summer",1
"MSHM1900","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA","summer",2
"MSHM1901","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA","summer",0
"MSHM1902","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA","summer",1
"MSHM1903","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA","summer",4
"MSHM1904","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA","summer",1
"MSHM1905","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA","summer",3
"MSHM1906","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA","summer",0
"MSHM1907","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA","summer",1
"MSHM1908","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA","summer",0
"MSHM1909","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",3
"MSHM1910","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",2
"MSHM1911","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",2
"MSHM1912","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",2
"MSHM1913","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",1
"MSHM1914","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",1
"MSHM1915","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",1
"MSHM1916","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",2
"MSHM1917","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",1
"MSHM1918","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",3
"MSHM1919","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",1
"MSHM1920","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",3
"MSHM1921","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",23,"PDA","summer",0
"MSHM1922","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",23,"PDA","summer",0
"MSHM1923","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",23,"PDA","summer",0
"MSHM1924","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",30,"PDA","summer",0
"MSHM1925","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",30,"PDA","summer",0
"MSHM1926","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",30,"PDA","summer",0
"MSHM1927","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",23,"PDA+Plant","summer",0
"MSHM1928","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",23,"PDA+Plant","summer",0
"MSHM1929","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",23,"PDA+Plant","summer",0
"MSHM1930","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",30,"PDA+Plant","summer",0
"MSHM1931","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",30,"PDA+Plant","summer",0
"MSHM1932","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",30,"PDA+Plant","summer",0
"MSHM1933","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",23,"PDA","summer",0
"MSHM1934","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",23,"PDA","summer",0
"MSHM1935","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",23,"PDA","summer",0
"MSHM1936","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",30,"PDA","summer",0
"MSHM1937","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",30,"PDA","summer",0
"MSHM1938","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",30,"PDA","summer",0
"MSHM1939","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",23,"PDA+Plant","summer",0
"MSHM1940","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",23,"PDA+Plant","summer",0
"MSHM1941","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",23,"PDA+Plant","summer",0
"MSHM1942","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",30,"PDA+Plant","summer",0
"MSHM1943","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",30,"PDA+Plant","summer",0
"MSHM1944","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",30,"PDA+Plant","summer",0
"MSHM1945","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA","summer",2
"MSHM1946","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA","summer",0
"MSHM1947","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA","summer",2
"MSHM1948","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA","summer",4
"MSHM1949","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA","summer",3
"MSHM1950","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA","summer",2
"MSHM1951","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA","summer",3
"MSHM1952","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA","summer",2
"MSHM1953","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA","summer",1
"MSHM1954","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA","summer",1
"MSHM1955","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA","summer",5
"MSHM1956","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA","summer",0
"MSHM1957","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",2
"MSHM1958","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",1
"MSHM1959","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",2
"MSHM1960","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",3
"MSHM1961","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",2
"MSHM1962","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",2
"MSHM1963","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",3
"MSHM1964","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",3
"MSHM1965","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",2
"MSHM1966","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",2
"MSHM1967","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",2
"MSHM1968","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",6
"MSHM1969","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",23,"PDA","summer",0
"MSHM1970","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",23,"PDA","summer",0
"MSHM1971","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",23,"PDA","summer",0
"MSHM1972","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",30,"PDA","summer",0
"MSHM1973","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",30,"PDA","summer",0
"MSHM1974","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",30,"PDA","summer",0
"MSHM1975","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",23,"PDA+Plant","summer",0
"MSHM1976","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",23,"PDA+Plant","summer",0
"MSHM1977","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",23,"PDA+Plant","summer",0
"MSHM1978","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",30,"PDA+Plant","summer",0
"MSHM1979","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",30,"PDA+Plant","summer",0
"MSHM1980","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",30,"PDA+Plant","summer",0
"MSHM1981","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",23,"PDA","summer",0
"MSHM1982","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",23,"PDA","summer",0
"MSHM1983","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",23,"PDA","summer",0
"MSHM1984","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",30,"PDA","summer",0
"MSHM1985","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",30,"PDA","summer",0
"MSHM1986","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",30,"PDA","summer",0
"MSHM1987","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",23,"PDA+Plant","summer",0
"MSHM1988","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",23,"PDA+Plant","summer",0
"MSHM1989","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",23,"PDA+Plant","summer",0
"MSHM1990","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",30,"PDA+Plant","summer",0
"MSHM1991","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",30,"PDA+Plant","summer",0
"MSHM1992","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",30,"PDA+Plant","summer",0
"MSHM1993","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA","summer",3
"MSHM1994","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA","summer",2
"MSHM1995","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA","summer",0
"MSHM1996","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA","summer",3
"MSHM1997","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA","summer",2
"MSHM1998","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA","summer",3
"MSHM1999","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA","summer",0
"MSHM2000","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA","summer",1
"MSHM2001","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA","summer",1
"MSHM2002","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA","summer",3
"MSHM2003","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA","summer",1
"MSHM2004","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA","summer",6
"MSHM2005","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",2
"MSHM2006","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",3
"MSHM2007","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",4
"MSHM2008","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",3
"MSHM2009","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",5
"MSHM2010","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",0
"MSHM2011","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",1
"MSHM2012","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",1
"MSHM2013","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",2
"MSHM2014","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",2
"MSHM2015","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",3
"MSHM2016","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",0
"MSHM2017","Maranjab Desert",NA,"S2017","A.sieb","Leaf",23,"PDA","summer",0
"MSHM2018","Maranjab Desert",NA,"S2017","A.sieb","Leaf",23,"PDA","summer",0
"MSHM2019","Maranjab Desert",NA,"S2017","A.sieb","Leaf",23,"PDA","summer",0
"MSHM2020","Maranjab Desert",NA,"S2017","A.sieb","Leaf",30,"PDA","summer",0
"MSHM2021","Maranjab Desert",NA,"S2017","A.sieb","Leaf",30,"PDA","summer",0
"MSHM2022","Maranjab Desert",NA,"S2017","A.sieb","Leaf",30,"PDA","summer",0
"MSHM2023","Maranjab Desert",NA,"S2017","A.sieb","Leaf",23,"PDA+Plant","summer",0
"MSHM2024","Maranjab Desert",NA,"S2017","A.sieb","Leaf",23,"PDA+Plant","summer",0
"MSHM2025","Maranjab Desert",NA,"S2017","A.sieb","Leaf",23,"PDA+Plant","summer",0
"MSHM2026","Maranjab Desert",NA,"S2017","A.sieb","Leaf",30,"PDA+Plant","summer",0
"MSHM2027","Maranjab Desert",NA,"S2017","A.sieb","Leaf",30,"PDA+Plant","summer",0
"MSHM2028","Maranjab Desert",NA,"S2017","A.sieb","Leaf",30,"PDA+Plant","summer",0
"MSHM2029","Maranjab Desert",NA,"S2017","A.sieb","Branch",23,"PDA","summer",0
"MSHM2030","Maranjab Desert",NA,"S2017","A.sieb","Branch",23,"PDA","summer",0
"MSHM2031","Maranjab Desert",NA,"S2017","A.sieb","Branch",23,"PDA","summer",0
"MSHM2032","Maranjab Desert",NA,"S2017","A.sieb","Branch",30,"PDA","summer",0
"MSHM2033","Maranjab Desert",NA,"S2017","A.sieb","Branch",30,"PDA","summer",0
"MSHM2034","Maranjab Desert",NA,"S2017","A.sieb","Branch",30,"PDA","summer",0
"MSHM2035","Maranjab Desert",NA,"S2017","A.sieb","Branch",23,"PDA+Plant","summer",0
"MSHM2036","Maranjab Desert",NA,"S2017","A.sieb","Branch",23,"PDA+Plant","summer",0
"MSHM2037","Maranjab Desert",NA,"S2017","A.sieb","Branch",23,"PDA+Plant","summer",0
"MSHM2038","Maranjab Desert",NA,"S2017","A.sieb","Branch",30,"PDA+Plant","summer",0
"MSHM2039","Maranjab Desert",NA,"S2017","A.sieb","Branch",30,"PDA+Plant","summer",0
"MSHM2040","Maranjab Desert",NA,"S2017","A.sieb","Branch",30,"PDA+Plant","summer",0
"MSHM2041","Maranjab Desert",NA,"S2017","A.sieb","Root",23,"PDA","summer",3
"MSHM2042","Maranjab Desert",NA,"S2017","A.sieb","Root",23,"PDA","summer",1
"MSHM2043","Maranjab Desert",NA,"S2017","A.sieb","Root",23,"PDA","summer",0
"MSHM2044","Maranjab Desert",NA,"S2017","A.sieb","Root",23,"PDA","summer",1
"MSHM2045","Maranjab Desert",NA,"S2017","A.sieb","Root",23,"PDA","summer",1
"MSHM2046","Maranjab Desert",NA,"S2017","A.sieb","Root",23,"PDA","summer",0
"MSHM2047","Maranjab Desert",NA,"S2017","A.sieb","Root",30,"PDA","summer",0
"MSHM2048","Maranjab Desert",NA,"S2017","A.sieb","Root",30,"PDA","summer",1
"MSHM2049","Maranjab Desert",NA,"S2017","A.sieb","Root",30,"PDA","summer",1
"MSHM2050","Maranjab Desert",NA,"S2017","A.sieb","Root",30,"PDA","summer",0
"MSHM2051","Maranjab Desert",NA,"S2017","A.sieb","Root",30,"PDA","summer",3
"MSHM2052","Maranjab Desert",NA,"S2017","A.sieb","Root",30,"PDA","summer",0
"MSHM2053","Maranjab Desert",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",0
"MSHM2054","Maranjab Desert",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",1
"MSHM2055","Maranjab Desert",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",0
"MSHM2056","Maranjab Desert",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",0
"MSHM2057","Maranjab Desert",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",0
"MSHM2058","Maranjab Desert",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",1
"MSHM2059","Maranjab Desert",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",0
"MSHM2060","Maranjab Desert",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",0
"MSHM2061","Maranjab Desert",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",0
"MSHM2062","Maranjab Desert",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",2
"MSHM2063","Maranjab Desert",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",2
"MSHM2064","Maranjab Desert",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",1
"MSHM2065","Maranjab Desert",NA,"S2017","A.sieb","Leaf",23,"PDA","summer",0
"MSHM2066","Maranjab Desert",NA,"S2017","A.sieb","Leaf",23,"PDA","summer",0
"MSHM2067","Maranjab Desert",NA,"S2017","A.sieb","Leaf",23,"PDA","summer",0
"MSHM2068","Maranjab Desert",NA,"S2017","A.sieb","Leaf",30,"PDA","summer",0
"MSHM2069","Maranjab Desert",NA,"S2017","A.sieb","Leaf",30,"PDA","summer",0
"MSHM2070","Maranjab Desert",NA,"S2017","A.sieb","Leaf",30,"PDA","summer",0
"MSHM2071","Maranjab Desert",NA,"S2017","A.sieb","Leaf",23,"PDA+Plant","summer",0
"MSHM2072","Maranjab Desert",NA,"S2017","A.sieb","Leaf",23,"PDA+Plant","summer",0
"MSHM2073","Maranjab Desert",NA,"S2017","A.sieb","Leaf",23,"PDA+Plant","summer",0
"MSHM2074","Maranjab Desert",NA,"S2017","A.sieb","Leaf",30,"PDA+Plant","summer",0
"MSHM2075","Maranjab Desert",NA,"S2017","A.sieb","Leaf",30,"PDA+Plant","summer",0
"MSHM2076","Maranjab Desert",NA,"S2017","A.sieb","Leaf",30,"PDA+Plant","summer",0
"MSHM2077","Maranjab Desert",NA,"S2017","A.sieb","Branch",23,"PDA","summer",0
"MSHM2078","Maranjab Desert",NA,"S2017","A.sieb","Branch",23,"PDA","summer",0
"MSHM2079","Maranjab Desert",NA,"S2017","A.sieb","Branch",23,"PDA","summer",0
"MSHM2080","Maranjab Desert",NA,"S2017","A.sieb","Branch",30,"PDA","summer",0
"MSHM2081","Maranjab Desert",NA,"S2017","A.sieb","Branch",30,"PDA","summer",0
"MSHM2082","Maranjab Desert",NA,"S2017","A.sieb","Branch",30,"PDA","summer",0
"MSHM2083","Maranjab Desert",NA,"S2017","A.sieb","Branch",23,"PDA+Plant","summer",0
"MSHM2084","Maranjab Desert",NA,"S2017","A.sieb","Branch",23,"PDA+Plant","summer",0
"MSHM2085","Maranjab Desert",NA,"S2017","A.sieb","Branch",23,"PDA+Plant","summer",0
"MSHM2086","Maranjab Desert",NA,"S2017","A.sieb","Branch",30,"PDA+Plant","summer",0
"MSHM2087","Maranjab Desert",NA,"S2017","A.sieb","Branch",30,"PDA+Plant","summer",0
"MSHM2088","Maranjab Desert",NA,"S2017","A.sieb","Branch",30,"PDA+Plant","summer",0
"MSHM2089","Maranjab Desert",NA,"S2017","A.sieb","Root",23,"PDA","summer",0
"MSHM2090","Maranjab Desert",NA,"S2017","A.sieb","Root",23,"PDA","summer",0
"MSHM2091","Maranjab Desert",NA,"S2017","A.sieb","Root",23,"PDA","summer",1
"MSHM2092","Maranjab Desert",NA,"S2017","A.sieb","Root",23,"PDA","summer",0
"MSHM2093","Maranjab Desert",NA,"S2017","A.sieb","Root",23,"PDA","summer",0
"MSHM2094","Maranjab Desert",NA,"S2017","A.sieb","Root",23,"PDA","summer",2
"MSHM2095","Maranjab Desert",NA,"S2017","A.sieb","Root",30,"PDA","summer",0
"MSHM2096","Maranjab Desert",NA,"S2017","A.sieb","Root",30,"PDA","summer",0
"MSHM2097","Maranjab Desert",NA,"S2017","A.sieb","Root",30,"PDA","summer",1
"MSHM2098","Maranjab Desert",NA,"S2017","A.sieb","Root",30,"PDA","summer",0
"MSHM2099","Maranjab Desert",NA,"S2017","A.sieb","Root",30,"PDA","summer",0
"MSHM2100","Maranjab Desert",NA,"S2017","A.sieb","Root",30,"PDA","summer",1
"MSHM2101","Maranjab Desert",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",1
"MSHM2102","Maranjab Desert",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",0
"MSHM2103","Maranjab Desert",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",2
"MSHM2104","Maranjab Desert",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",0
"MSHM2105","Maranjab Desert",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",1
"MSHM2106","Maranjab Desert",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",2
"MSHM2107","Maranjab Desert",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",1
"MSHM2108","Maranjab Desert",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",1
"MSHM2109","Maranjab Desert",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",3
"MSHM2110","Maranjab Desert",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",2
"MSHM2111","Maranjab Desert",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",1
"MSHM2112","Maranjab Desert",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",3
"MSHM2113","Maranjab Desert",NA,"S2017","A.sieb","Leaf",23,"PDA","summer",0
"MSHM2114","Maranjab Desert",NA,"S2017","A.sieb","Leaf",23,"PDA","summer",0
"MSHM2115","Maranjab Desert",NA,"S2017","A.sieb","Leaf",23,"PDA","summer",0
"MSHM2116","Maranjab Desert",NA,"S2017","A.sieb","Leaf",30,"PDA","summer",0
"MSHM2117","Maranjab Desert",NA,"S2017","A.sieb","Leaf",30,"PDA","summer",0
"MSHM2118","Maranjab Desert",NA,"S2017","A.sieb","Leaf",30,"PDA","summer",0
"MSHM2119","Maranjab Desert",NA,"S2017","A.sieb","Leaf",23,"PDA+Plant","summer",0
"MSHM2120","Maranjab Desert",NA,"S2017","A.sieb","Leaf",23,"PDA+Plant","summer",0
"MSHM2121","Maranjab Desert",NA,"S2017","A.sieb","Leaf",23,"PDA+Plant","summer",0
"MSHM2122","Maranjab Desert",NA,"S2017","A.sieb","Leaf",30,"PDA+Plant","summer",0
"MSHM2123","Maranjab Desert",NA,"S2017","A.sieb","Leaf",30,"PDA+Plant","summer",0
"MSHM2124","Maranjab Desert",NA,"S2017","A.sieb","Leaf",30,"PDA+Plant","summer",0
"MSHM2125","Maranjab Desert",NA,"S2017","A.sieb","Branch",23,"PDA","summer",0
"MSHM2126","Maranjab Desert",NA,"S2017","A.sieb","Branch",23,"PDA","summer",0
"MSHM2127","Maranjab Desert",NA,"S2017","A.sieb","Branch",23,"PDA","summer",0
"MSHM2128","Maranjab Desert",NA,"S2017","A.sieb","Branch",30,"PDA","summer",0
"MSHM2129","Maranjab Desert",NA,"S2017","A.sieb","Branch",30,"PDA","summer",0
"MSHM2130","Maranjab Desert",NA,"S2017","A.sieb","Branch",30,"PDA","summer",0
"MSHM2131","Maranjab Desert",NA,"S2017","A.sieb","Branch",23,"PDA+Plant","summer",0
"MSHM2132","Maranjab Desert",NA,"S2017","A.sieb","Branch",23,"PDA+Plant","summer",0
"MSHM2133","Maranjab Desert",NA,"S2017","A.sieb","Branch",23,"PDA+Plant","summer",0
"MSHM2134","Maranjab Desert",NA,"S2017","A.sieb","Branch",30,"PDA+Plant","summer",0
"MSHM2135","Maranjab Desert",NA,"S2017","A.sieb","Branch",30,"PDA+Plant","summer",0
"MSHM2136","Maranjab Desert",NA,"S2017","A.sieb","Branch",30,"PDA+Plant","summer",0
"MSHM2137","Maranjab Desert",NA,"S2017","A.sieb","Root",23,"PDA","summer",0
"MSHM2138","Maranjab Desert",NA,"S2017","A.sieb","Root",23,"PDA","summer",0
"MSHM2139","Maranjab Desert",NA,"S2017","A.sieb","Root",23,"PDA","summer",0
"MSHM2140","Maranjab Desert",NA,"S2017","A.sieb","Root",23,"PDA","summer",2
"MSHM2141","Maranjab Desert",NA,"S2017","A.sieb","Root",23,"PDA","summer",1
"MSHM2142","Maranjab Desert",NA,"S2017","A.sieb","Root",23,"PDA","summer",1
"MSHM2143","Maranjab Desert",NA,"S2017","A.sieb","Root",30,"PDA","summer",0
"MSHM2144","Maranjab Desert",NA,"S2017","A.sieb","Root",30,"PDA","summer",1
"MSHM2145","Maranjab Desert",NA,"S2017","A.sieb","Root",30,"PDA","summer",1
"MSHM2146","Maranjab Desert",NA,"S2017","A.sieb","Root",30,"PDA","summer",2
"MSHM2147","Maranjab Desert",NA,"S2017","A.sieb","Root",30,"PDA","summer",0
"MSHM2148","Maranjab Desert",NA,"S2017","A.sieb","Root",30,"PDA","summer",0
"MSHM2149","Maranjab Desert",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",0
"MSHM2150","Maranjab Desert",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",1
"MSHM2151","Maranjab Desert",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",0
